Datetime,Open,High,Low,Close
2022-02-10 00:00:00+00:00,3240.113037109375,3240.113037109375,3240.113037109375,3240.113037109375
2022-02-10 00:01:00+00:00,3242.801025390625,3242.801025390625,3242.801025390625,3242.801025390625
2022-02-10 00:02:00+00:00,3242.965087890625,3242.965087890625,3242.965087890625,3242.965087890625
2022-02-10 00:03:00+00:00,3241.48974609375,3241.48974609375,3241.48974609375,3241.48974609375
2022-02-10 00:04:00+00:00,3240.78271484375,3240.78271484375,3240.78271484375,3240.78271484375
2022-02-10 00:05:00+00:00,3241.868896484375,3241.868896484375,3241.868896484375,3241.868896484375
2022-02-10 00:06:00+00:00,3242.419921875,3242.419921875,3242.419921875,3242.419921875
2022-02-10 00:07:00+00:00,3243.351318359375,3243.351318359375,3243.351318359375,3243.351318359375
2022-02-10 00:08:00+00:00,3242.447509765625,3242.447509765625,3242.447509765625,3242.447509765625
2022-02-10 00:09:00+00:00,3242.273193359375,3242.273193359375,3242.273193359375,3242.273193359375
2022-02-10 00:10:00+00:00,3241.428955078125,3241.428955078125,3241.428955078125,3241.428955078125
2022-02-10 00:11:00+00:00,3241.371337890625,3241.371337890625,3241.371337890625,3241.371337890625
2022-02-10 00:12:00+00:00,3241.939453125,3241.939453125,3241.939453125,3241.939453125
2022-02-10 00:13:00+00:00,3244.498046875,3244.498046875,3244.498046875,3244.498046875
2022-02-10 00:14:00+00:00,3244.602294921875,3244.602294921875,3244.602294921875,3244.602294921875
2022-02-10 00:15:00+00:00,3242.30859375,3242.30859375,3242.30859375,3242.30859375
2022-02-10 00:16:00+00:00,3238.585693359375,3238.585693359375,3238.585693359375,3238.585693359375
2022-02-10 00:17:00+00:00,3236.302734375,3236.302734375,3236.302734375,3236.302734375
2022-02-10 00:18:00+00:00,3235.892578125,3235.892578125,3235.892578125,3235.892578125
2022-02-10 00:19:00+00:00,3229.7431640625,3229.7431640625,3229.7431640625,3229.7431640625
2022-02-10 00:20:00+00:00,3227.861572265625,3227.861572265625,3227.861572265625,3227.861572265625
2022-02-10 00:21:00+00:00,3227.31787109375,3227.31787109375,3227.31787109375,3227.31787109375
2022-02-10 00:22:00+00:00,3225.312744140625,3225.312744140625,3225.312744140625,3225.312744140625
2022-02-10 00:23:00+00:00,3225.779052734375,3225.779052734375,3225.779052734375,3225.779052734375
2022-02-10 00:24:00+00:00,3226.256591796875,3226.256591796875,3226.256591796875,3226.256591796875
2022-02-10 00:25:00+00:00,3226.335205078125,3226.335205078125,3226.335205078125,3226.335205078125
2022-02-10 00:26:00+00:00,3224.156005859375,3224.156005859375,3224.156005859375,3224.156005859375
2022-02-10 00:27:00+00:00,3223.8984375,3223.8984375,3223.8984375,3223.8984375
2022-02-10 00:28:00+00:00,3221.59521484375,3221.59521484375,3221.59521484375,3221.59521484375
