Datetime,Open,High,Low,Close
2022-02-10 09:00:00+02:00,17190.0,17190.0,17190.0,17190.0
2022-02-10 09:01:00+02:00,17189.0,17189.0,17189.0,17189.0
2022-02-10 09:02:00+02:00,17174.0,17174.0,17174.0,17174.0
2022-02-10 09:03:00+02:00,17165.0,17207.0,17165.0,17207.0
2022-02-10 09:04:00+02:00,17211.0,17211.0,17139.0,17139.0
2022-02-10 09:05:00+02:00,17139.0,17139.0,17094.0,17094.0
2022-02-10 09:06:00+02:00,17106.0,17110.0,17106.0,17110.0
2022-02-10 09:07:00+02:00,17101.0,17120.0,17079.0,17100.0
2022-02-10 09:08:00+02:00,,,,
2022-02-10 09:09:00+02:00,,,,
2022-02-10 09:10:00+02:00,17093.0,17093.0,17093.0,17093.0
2022-02-10 09:11:00+02:00,17077.0,17077.0,17075.0,17075.0
2022-02-10 09:12:00+02:00,17040.0,17071.0,17040.0,17071.0
2022-02-10 09:13:00+02:00,,,,
2022-02-10 09:14:00+02:00,17077.0,17077.0,17073.0,17073.0
2022-02-10 09:15:00+02:00,17077.0,17077.0,17077.0,17077.0
