Datetime,Open,High,Low,Close
2022-02-11 00:00:00+00:00,17.288040161132812,17.301700592041016,17.285200119018555,17.291799545288086
2022-02-11 00:01:00+00:00,17.290660858154297,17.298500061035156,17.284299850463867,17.2906494140625
2022-02-11 00:02:00+00:00,17.290660858154297,17.299699783325195,17.286800384521484,17.297800064086914
2022-02-11 00:03:00+00:00,17.291170120239258,17.298500061035156,17.286800384521484,17.28837013244629
2022-02-11 00:04:00+00:00,17.297399520874023,17.297399520874023,17.274200439453125,17.282230377197266
2022-02-11 00:05:00+00:00,17.2822208404541,17.29949951171875,17.27829933166504,17.290260314941406
2022-02-11 00:06:00+00:00,17.290250778198242,17.298799514770508,17.282190322875977,17.285480499267578
2022-02-11 00:07:00+00:00,17.285480499267578,17.294700622558594,17.279600143432617,17.291799545288086
2022-02-11 00:08:00+00:00,17.283479690551758,17.293100357055664,17.280799865722656,17.28376007080078
2022-02-11 00:09:00+00:00,17.28376007080078,17.293500900268555,17.28049087524414,17.28360939025879
2022-02-11 00:10:00+00:00,17.28360939025879,17.299800872802734,17.280799865722656,17.28430938720703
2022-02-11 00:11:00+00:00,17.28430938720703,17.29520034790039,17.282800674438477,17.293399810791016
2022-02-11 00:12:00+00:00,17.282989501953125,17.293699264526367,17.281200408935547,17.284910202026367
2022-02-11 00:13:00+00:00,17.284910202026367,17.294700622558594,17.280799865722656,17.286020278930664
2022-02-11 00:14:00+00:00,17.286020278930664,17.297300338745117,17.282699584960938,17.287609100341797
2022-02-11 00:15:00+00:00,17.287609100341797,17.295900344848633,17.282899856567383,17.286800384521484
2022-02-11 00:16:00+00:00,17.286800384521484,17.294700622558594,17.281400680541992,17.284099578857422
2022-02-11 00:17:00+00:00,17.284099578857422,17.292600631713867,17.280399322509766,17.2908992767334
2022-02-11 00:18:00+00:00,17.29170036315918,17.29400062561035,17.279300689697266,17.290800094604492
2022-02-11 00:19:00+00:00,17.284780502319336,17.29170036315918,17.28030014038086,17.282779693603516
2022-02-11 00:20:00+00:00,17.28277015686035,17.290199279785156,17.27220916748047,17.27695083618164
2022-02-11 00:21:00+00:00,17.27695083618164,17.27790069580078,17.26569938659668,17.272140502929688
2022-02-11 00:22:00+00:00,17.272140502929688,17.27739906311035,17.26099967956543,17.266849517822266
2022-02-11 00:23:00+00:00,17.266109466552734,17.284549713134766,17.26219940185547,17.277999877929688
2022-02-11 00:24:00+00:00,17.284099578857422,17.284700393676758,17.270200729370117,17.284500122070312
2022-02-11 00:25:00+00:00,17.284400939941406,17.28791046142578,17.26810073852539,17.284669876098633
2022-02-11 00:26:00+00:00,17.287609100341797,17.290109634399414,17.275400161743164,17.281700134277344
2022-02-11 00:27:00+00:00,17.282169342041016,17.286569595336914,17.274599075317383,17.284700393676758
2022-02-11 00:28:00+00:00,17.284799575805664,17.28820037841797,17.277099609375,17.2814998626709
2022-02-11 00:29:00+00:00,17.282819747924805,17.28512954711914,17.276899337768555,17.280099868774414
2022-02-11 00:30:00+00:00,17.280000686645508,17.29170036315918,17.2726993560791,17.29170036315918
2022-02-11 00:31:00+00:00,17.2916202545166,17.295509338378906,17.278900146484375,17.286909103393555
2022-02-11 00:32:00+00:00,17.286800384521484,17.290000915527344,17.27440071105957,17.289949417114258
2022-02-11 00:33:00+00:00,17.290000915527344,17.29319953918457,17.283899307250977,17.290119171142578
2022-02-11 00:34:00+00:00,17.287639617919922,17.291400909423828,17.279600143432617,17.291210174560547
2022-02-11 00:35:00+00:00,17.29129981994629,17.294599533081055,17.28380012512207,17.294509887695312
2022-02-11 00:36:00+00:00,17.294700622558594,17.29511070251465,17.282699584960938,17.287500381469727
2022-02-11 00:37:00+00:00,17.29421043395996,17.29701042175293,17.285400390625,17.29701042175293
2022-02-11 00:38:00+00:00,17.29701042175293,17.298809051513672,17.284500122070312,17.295400619506836
2022-02-11 00:39:00+00:00,17.29541015625,17.29541015625,17.284500122070312,17.289400100708008
2022-02-11 00:40:00+00:00,17.292499542236328,17.29490089416504,17.284500122070312,17.29490089416504
2022-02-11 00:41:00+00:00,17.294809341430664,17.297149658203125,17.286100387573242,17.295289993286133
2022-02-11 00:42:00+00:00,17.292909622192383,17.294809341430664,17.283300399780273,17.291900634765625
2022-02-11 00:43:00+00:00,17.293699264526367,17.29421043395996,17.28459930419922,17.29340934753418
2022-02-11 00:44:00+00:00,17.293399810791016,17.293399810791016,17.281700134277344,17.28969955444336
2022-02-11 00:45:00+00:00,17.29081916809082,17.29081916809082,17.2814998626709,17.288299560546875
2022-02-11 00:46:00+00:00,17.288410186767578,17.293500900268555,17.281099319458008,17.29113006591797
2022-02-11 00:47:00+00:00,17.292699813842773,17.296199798583984,17.28499984741211,17.295989990234375
2022-02-11 00:48:00+00:00,17.296100616455078,17.297399520874023,17.278900146484375,17.291200637817383
2022-02-11 00:49:00+00:00,17.294979095458984,17.297399520874023,17.286800384521484,17.29705047607422
2022-02-11 00:50:00+00:00,17.297100067138672,17.297399520874023,17.28459930419922,17.296899795532227
2022-02-11 00:51:00+00:00,17.296899795532227,17.29829978942871,17.28730010986328,17.297269821166992
2022-02-11 00:52:00+00:00,17.297170639038086,17.297710418701172,17.28529930114746,17.291500091552734
2022-02-11 00:53:00+00:00,17.296180725097656,17.299100875854492,17.290800094604492,17.298709869384766
2022-02-11 00:54:00+00:00,17.296960830688477,17.301700592041016,17.292299270629883,17.30109977722168
2022-02-11 00:55:00+00:00,17.301010131835938,17.302799224853516,17.293500900268555,17.297300338745117
2022-02-11 00:56:00+00:00,17.297300338745117,17.302249908447266,17.29290008544922,17.30215072631836
2022-02-11 00:57:00+00:00,17.301990509033203,17.301990509033203,17.294300079345703,17.301410675048828
2022-02-11 00:58:00+00:00,17.29994010925293,17.304309844970703,17.293399810791016,17.299400329589844
2022-02-11 00:59:00+00:00,17.30286979675293,17.305410385131836,17.297800064086914,17.301790237426758
2022-02-11 01:00:00+00:00,17.303409576416016,17.303810119628906,17.293100357055664,17.30290985107422
2022-02-11 01:01:00+00:00,17.302900314331055,17.303199768066406,17.29159927368164,17.29705047607422
2022-02-11 01:02:00+00:00,17.30120086669922,17.302509307861328,17.2893009185791,17.302310943603516
2022-02-11 01:03:00+00:00,17.302209854125977,17.305599212646484,17.290000915527344,17.30204963684082
2022-02-11 01:04:00+00:00,17.30204963684082,17.30681037902832,17.296499252319336,17.300039291381836
2022-02-11 01:05:00+00:00,17.305700302124023,17.307310104370117,17.29509925842285,17.304380416870117
2022-02-11 01:06:00+00:00,17.30681037902832,17.30801010131836,17.297300338745117,17.307010650634766
2022-02-11 01:07:00+00:00,17.30229949951172,17.30721092224121,17.296100616455078,17.30590057373047
2022-02-11 01:08:00+00:00,17.305410385131836,17.305700302124023,17.301700592041016,17.305500030517578
2022-02-11 01:09:00+00:00,17.302759170532227,17.306900024414062,17.295299530029297,17.305599212646484
2022-02-11 01:10:00+00:00,17.300989151000977,17.30579948425293,17.291200637817383,17.3048095703125
2022-02-11 01:11:00+00:00,17.29800033569336,17.30451011657715,17.295299530029297,17.30320930480957
2022-02-11 01:12:00+00:00,17.299449920654297,17.303409576416016,17.291799545288086,17.30229949951172
2022-02-11 01:13:00+00:00,17.302209854125977,17.3031005859375,17.290000915527344,17.30150032043457
2022-02-11 01:14:00+00:00,17.30139923095703,17.30171012878418,17.284400939941406,17.300500869750977
2022-02-11 01:15:00+00:00,17.29715919494629,17.30069923400879,17.28350067138672,17.29850959777832
2022-02-11 01:16:00+00:00,17.29861068725586,17.302400588989258,17.290700912475586,17.298500061035156
2022-02-11 01:17:00+00:00,17.297569274902344,17.298500061035156,17.291900634765625,17.29656982421875
2022-02-11 01:18:00+00:00,17.297300338745117,17.30229949951172,17.291099548339844,17.29949951171875
2022-02-11 01:19:00+00:00,17.298900604248047,17.3031005859375,17.292400360107422,17.302099227905273
2022-02-11 01:20:00+00:00,17.29962921142578,17.302799224853516,17.293800354003906,17.301559448242188
2022-02-11 01:21:00+00:00,17.301300048828125,17.302860260009766,17.292600631713867,17.29960060119629
2022-02-11 01:22:00+00:00,17.299999237060547,17.30109977722168,17.291000366210938,17.29960060119629
2022-02-11 01:23:00+00:00,17.300100326538086,17.301799774169922,17.291000366210938,17.301000595092773
2022-02-11 01:24:00+00:00,17.300790786743164,17.301700592041016,17.291200637817383,17.301700592041016
2022-02-11 01:25:00+00:00,17.29974937438965,17.30139923095703,17.291500091552734,17.298500061035156
2022-02-11 01:26:00+00:00,17.299999237060547,17.30430030822754,17.291400909423828,17.29953956604004
2022-02-11 01:27:00+00:00,17.299240112304688,17.30190086364746,17.291400909423828,17.30190086364746
2022-02-11 01:28:00+00:00,17.299650192260742,17.30150032043457,17.29319953918457,17.30120086669922
2022-02-11 01:29:00+00:00,17.298599243164062,17.301389694213867,17.291400909423828,17.2968692779541
2022-02-11 01:30:00+00:00,17.296199798583984,17.302200317382812,17.291200637817383,17.301799774169922
2022-02-11 01:31:00+00:00,17.30190086364746,17.302000045776367,17.291400909423828,17.299699783325195
2022-02-11 01:32:00+00:00,17.300800323486328,17.301000595092773,17.289600372314453,17.297199249267578
2022-02-11 01:33:00+00:00,17.297199249267578,17.298900604248047,17.288000106811523,17.294300079345703
2022-02-11 01:34:00+00:00,17.294599533081055,17.29640007019043,17.288000106811523,17.295400619506836
2022-02-11 01:35:00+00:00,17.29509925842285,17.296199798583984,17.287900924682617,17.29599952697754
2022-02-11 01:36:00+00:00,17.295690536499023,17.29640007019043,17.287900924682617,17.294910430908203
